ID,Directory (Internal Name),Instance Type,flags,flags PVP,Map Type,MapName,area TableID,MapDescription [A],MapDescription [H],LoadScreenID,minimapIconScale,corpse MapID,corpseX,corpseY,time Of Day Override,ExpansionID,raidOffset,maxPlayers,parentMapID,cosmeticParentMapID,timeOffset
734,AhnQirajTerrace,1,1565,8,1,Ahn'Qiraj Terrace,0,,,184,1,-1,0,0,-1,2,0,0,-1,-1,0
736,TwilightHighlandsDragonmawPhase,0,1565,8,1,Twilight Highlands Dragonmaw Phase,0,,,0,1,-1,0,0,-1,0,0,0,0,-1,0
738,Transport200100,0,1553,8,3,Ship to Vashj'ir (Orgrimmar -> Vashj'ir),0,,,0,1,-1,0,0,-1,3,0,0,-1,-1,0
739,Transport200101,0,1553,8,3,Vashj'ir Sub - Horde,0,,,0,1,-1,0,0,-1,3,0,0,-1,-1,0
740,Transport200102,0,1553,8,3,Vashj'ir Sub - Alliance,0,,,0,1,-1,0,0,-1,3,0,0,-1,-1,0
741,Transport200103,0,1553,8,3,Twilight Highlands Horde Transport,0,,,0,1,-1,0,0,-1,3,0,0,-1,-1,0
742,Transport203729,0,1553,8,3,Vashj'ir Sub - Horde - Circling Abyssal Maw,0,,,0,1,-1,0,0,-1,3,0,0,-1,-1,0
743,Transport203730,0,1553,8,3,Vashj'ir Sub - Alliance circling Abyssal Maw,0,,,0,1,-1,0,0,-1,3,0,0,-1,-1,0
746,UldumPhaseOasis,0,1629,8,1,Uldum Phase Oasis,0,,,0,1,-1,0,0,-1,0,0,0,1,-1,0
747,Transport 203732,0,1553,8,3,Transport: Deepholm Gunship,0,,,0,1,-1,0,0,-1,3,0,0,-1,-1,0
748,Transport203858,0,1537,8,3,Transport: Onyxia/Nefarian Elevator,0,,,0,1,-1,0,0,-1,3,0,0,-1,-1,0
749,Transport203859,0,1553,12,3,Transport: Gilneas Moving Gunship,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
750,Transport203860,0,1553,12,3,Transport: Gilneas Static Gunship,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
751,RedgridgeOrcBomb,0,1629,8,1,Redridge - Orc Bomb,0,,,0,1,-1,0,0,-1,0,0,0,0,-1,0
752,RedridgeBridgePhaseOne,0,1629,8,1,Redridge - Bridge Phase One,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
753,RedridgeBridgePhaseTwo,0,1629,8,1,Redridge - Bridge Phase Two,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
754,SkywallRaid,2,34589,8,1,Throne of the Four Winds,0,,,271,1,1,-11360.6,72.08334,-1,3,0,0,-1,-1,0
755,UldumDungeon,1,1565,8,1,Lost City of the Tol'vir,0,,,264,1,1,-10686.1,-1308.62,-1,3,0,0,-1,-1,0
757,BaradinHold,2,36413,8,1,Baradin Hold,0,,,269,1,-1,0,0,-1,3,0,0,-1,-1,0
759,UldumPhasedEntrance,0,3677,8,1,Uldum Phased Entrance,0,,,0,1,-1,0,0,-1,0,0,0,1,-1,0
760,TwilightHighlandsPhasedEntrance,0,3677,8,1,Twilight Highlands Phased Entrance,0,,,0,1,-1,0,0,-1,0,0,0,0,-1,0
761,Gilneas_BG_2,3,3677,8,1,The Battle for Gilneas,0,"As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax._x000D_
_x000D_
The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible.","As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax._x000D_
_x000D_
The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible.",270,1,-1,0,0,1110,0,0,0,-1,-1,0
762,Transport 203861,0,3585,8,3,Twilight Highlands Zeppelin 1,0,,,0,1,-1,0,0,-1,3,0,0,-1,-1,0
763,Transport 203862,0,3585,8,3,Twilight Highlands Zeppelin 2,0,,,0,1,-1,0,0,-1,3,0,0,-1,-1,0
764,UldumPhaseWreckedCamp,0,7773,8,1,Uldum - Phase Wrecked Camp,0,,,0,1,-1,0,0,-1,0,0,0,1,-1,0
765,Transport203863,0,7681,8,3,Krazzworks Attack Zeppelin,0,,,0,1,-1,0,0,-1,3,0,0,-1,-1,0
766,Transport 2033864,0,7681,12,3,Transport: Gilneas Moving Gunship 02,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
767,Transport 2033865,0,7681,12,3,Transport: Gilneas Moving Gunship 03,0,,,0,1,-1,0,0,-1,0,0,0,-1,-1,0
859,Zul_Gurub5Man,1,7701,8,1,Zul'Gurub,0,,,161,1,0,-11916.2,-1219.84,720,3,0,0,-1,-1,0
860,NewRaceStartZone,0,8666653,8,1,The Wandering Isle,0,,,289,1,-1,0,0,960,0,0,0,-1,-1,0
861,FirelandsDailies,0,2104861,8,1,Molten Front,0,,,274,1,-1,0,0,720,3,0,0,-1,-1,0
870,HawaiiMainLand,0,25181789,8,1,Pandaria,0,,,327,1,-1,0,0,-1,4,0,0,-1,-1,0
930,ScenarioAlcazIsland,1,15965,8,1,(UNUSED) Scenario: Alcaz Island,0,,,3,1,-1,0,0,-1,4,0,0,-1,-1,0
938,COTDragonblight,1,15957,8,1,End Time,0,,,286,1,1,-8288.6,-4454.09,0,3,0,0,-1,-1,0
939,COTWarOfTheAncients,1,7773,8,1,Well of Eternity,0,,,287,1,1,-8595.84,-3994.94,-1,3,0,0,-1,-1,0
940,TheHourOfTwilight,1,15957,8,1,Hour of Twilight,0,,,288,1,1,-8291.13,-4590.44,-1,3,0,0,-1,-1,0
951,NexusLegendary,1,7701,8,1,Nexus Legendary,0,,,227,1,571,3899.93,6985.44,-1,3,0,0,-1,-1,0
959,ShadowpanHideout,1,8404509,8,1,Shado-Pan Monastery,0,,,315,1,-1,0,0,-1,4,0,0,-1,-1,0
960,EastTemple,1,8404573,8,1,Temple of the Jade Serpent,0,,,311,1,870,957.706,-2473.41,-1,4,0,0,-1,-1,0
961,StormstoutBrewery,1,8404501,8,1,Stormstout Brewery,0,,,318,1,870,-688.705,1267.454,-1,4,0,0,-1,-1,0
962,TheGreatWall,1,8396317,8,1,Gate of the Setting Sun,0,,,309,1,870,970.8109,2253.664,0,4,0,0,-1,-1,0
967,DeathwingBack,2,48989,8,1,Dragon Soul,0,,,279,1,1,-8263.28,-4512.69,1080,3,0,0,-1,-1,0
968,EyeoftheStorm2.0,3,7701,8,1,Rated Eye of the Storm,0,"Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm._x000D_
_x000D_
This battlefield is coveted by the blood elves for its rich energy deposits._x000D_
_x000D_
The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm._x000D_
_x000D_
The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep._x000D_
_x000D_
This battlefield is coveted by the blood elves for its rich energy deposits.",210,1,-1,0,0,-1,0,0,0,-1,-1,0
971,JadeForestAllianceHubPhase,0,8527453,8,1,Jade Forest Alliance Hub Phase,0,,,-1,1,-1,0,0,-1,4,0,0,870,-1,0
972,JadeForestBattlefieldPhase,0,8527453,8,1,Jade Forest Battlefield Phase,0,,,-1,1,-1,0,0,-1,4,0,0,870,-1,0
974,DarkmoonFaire,0,15893,8,1,Darkmoon Faire,0,,,278,1,-1,0,0,-1,0,0,0,-1,-1,0
975,TurtleShipPhase01,0,8535645,8,1,Turtle Ship Phase 01,0,,,289,1,-1,0,0,960,0,0,0,860,-1,0
976,TurtleShipPhase02,0,8535581,8,1,Turtle Ship Phase 02,0,,,289,1,-1,0,0,960,0,0,0,860,-1,0
977,MaelstromDeathwingFight,1,7709,8,1,Maelstrom Deathwing Fight,0,,,-1,1,-1,0,0,-1,3,0,0,-1,-1,0
980,TolVirArena,4,3613,8,1,Tol'Viron Arena,0,,,319,1,-1,0,0,-1,3,0,0,-1,-1,0
994,MoguDungeon,1,7709,8,1,Mogu'shan Palace,0,,,312,1,-1,0,0,-1,4,0,0,-1,-1,0
995,MoguInteriorRaid,1,7709,8,1,The Depths [UNUSED],0,,,-1,1,-1,0,0,-1,4,0,0,-1,-1,0
996,MoguExteriorRaid,2,9477981,8,1,Terrace of Endless Spring,0,,,321,1,-1,0,0,0,4,0,0,-1,-1,0
998,ValleyOfPower,3,7709,8,1,Temple of Kotmogu,0,"The Horde and Alliance wage battle for the ancient Mogu Artifact that is foretold to hold great powers._x000D_
_x000D_
Temple of Kotmogu is a 10 vs 10 powerball battleground where each side attempts to control the Mogu Artifact for as long as possible in different scoring zones.","The Horde and Alliance wage battle for the ancient Mogu Artifact that is foretold to hold great powers._x000D_
_x000D_
Temple of Kotmogu is a 10 vs 10 powerball battleground where each side attempts to control the Mogu Artifact for as long as possible in different scoring zones.",320,1,-1,0,0,-1,4,0,0,-1,-1,0
999,BFTAllianceScenario,5,15965,8,1,Theramore's Fall (H),0,,,336,1,-1,0,0,1350,3,0,0,-1,-1,0
1000,BFTHordeScenario,5,15965,8,1,Theramore's Fall (A),0,,,335,1,-1,0,0,360,3,0,0,-1,-1,0
1001,ScarletSanctuaryArmoryAndLibrary,1,9444957,8,1,Scarlet Halls,0,,,332,1,0,2869,-820,-1,0,0,0,-1,-1,0
1004,ScarletMonasteryCathedralGY,1,9444957,8,1,Scarlet Monastery,0,,,333,1,-1,0,0,-1,0,0,0,-1,-1,0
1005,BrewmasterScenario01,5,8396381,8,1,A Brewing Storm,0,,,322,1,-1,0,0,-1,4,0,0,-1,-1,0
1007,NewScholomance,1,8396381,8,1,Scholomance,0,,,314,1,0,1274.78,-2552.56,-1,0,0,0,-1,-1,0
1008,MogushanPalace,2,8437597,8,1,Mogu'shan Vaults,0,,,313,1,870,3982.997,1121.291,-1,4,0,0,-1,-1,0
1009,MantidRaid,2,8437597,8,1,Heart of Fear,0,,,310,1,-1,0,0,-1,4,0,0,-1,-1,0
1010,MistsCTF3,3,7711,8,1,CTF3,0,"This new map has yet to be created. Horde guys, go beat up those Alliance jerks.","This new map has yet to be created. Alliance guys, go beat up those Horde jerks.",262,1,-1,0,0,-1,4,0,0,-1,-1,0
1011,MantidDungeon,1,9453149,8,1,Siege of Niuzao Temple,0,,,316,1,-1,0,0,-1,4,0,0,-1,-1,0
1014,MonkAreaScenario,5,9453149,8,1,(UNUSED) Peak of Serenity Scenario,0,,,-1,1,-1,0,0,-1,4,0,0,-1,-1,0
1019,RuinsOfTheramore,0,15965,8,1,Ruins of Theramore,0,,,3,1,-1,0,0,-1,4,0,0,1,-1,0
1024,PandaFishingVillageScenario,5,8404573,8,1,Greenstone Village,0,,,331,1,-1,0,0,-1,4,0,0,-1,-1,0
1028,MoguRuinsScenario,5,8404573,8,1,(UNUSED) Scenario: Mogu Ruins,0,,,-1,1,-1,0,0,-1,4,0,0,-1,-1,0
1029,AncientMoguCryptScenario,5,8396317,8,1,(UNUSED) Scenario: Mogu Crypt,0,,,-1,1,-1,0,0,-1,4,0,0,-1,-1,0
1030,AncientMoguCyptDestroyedScenario,5,7709,8,1,Crypt of Forgotten Kings,0,,,330,1,-1,0,0,-1,4,0,0,-1,-1,0
1031,ProvingGroundsScenario,5,8396381,8,1,Arena of Annihilation,0,,,348,1,-1,0,0,-1,4,0,0,-1,-1,0
1032,PetBattleJadeForest,1,8404573,8,1,Pet Battle - Jade Forest,0,,,-1,1,-1,0,0,-1,4,0,0,-1,-1,0
1035,ValleyOfPowerScenario,5,8396381,8,1,Temple of Kotmogu,0,,,334,1,-1,0,0,-1,4,0,0,-1,-1,0
1043,RingOfValorScenario,0,7773,8,1,Brawl'gar Arena,0,,,343,1,-1,0,0,-1,2,0,0,-1,-1,0
1048,BrewmasterScenario03,5,8404573,8,1,Unga Ingoo,0,,,323,1,-1,0,0,-1,4,0,0,-1,-1,0
1049,BlackOxTempleScenario,5,8404573,8,1,(UNUSED) Scenario: Black Ox Temple,0,,,21,1,-1,0,0,-1,4,0,0,-1,-1,0
1050,ScenarioKlaxxiIsland,5,8404573,8,1,Assault on Zan'vess,0,,,344,1,-1,0,0,720,4,0,0,-1,-1,0
1051,ScenarioBrewmaster04,5,8404573,8,1,Brewmoon Festival,0,,,329,1,-1,0,0,0,4,0,0,-1,-1,0
1060,LevelDesignLand-DevOnly,0,142622303,8,1,Level Design Land - Dev Only,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1061,HordeBeachDailyArea,0,8535645,8,1,Horde Beach Daily Area,0,,,-1,1,-1,0,0,-1,4,0,0,870,-1,0
1062,AllianceBeachDailyArea,0,8535645,8,1,Alliance Beach Daily Area,0,,,-1,1,-1,0,0,-1,4,0,0,870,-1,0
1064,MoguIslandDailyArea,0,8404573,8,1,Mogu Island Daily Area,0,,,346,1,-1,0,0,-1,4,0,0,-1,-1,0
1066,StormwindGunshipPandariaStartArea,0,147037,8,1,Stormwind Gunship Pandaria Start Area,0,,,-1,1,-1,0,0,-1,0,0,0,0,-1,0
1074,OrgrimmarGunshipPandariaStart,0,138845,8,1,Orgrimmar Gunship Pandaria Start,0,,,-1,1,-1,0,0,-1,0,0,0,1,-1,0
1075,TheramoreScenarioPhase,0,147037,8,1,Theramore's Fall Phase,0,,,-1,1,-1,0,0,-1,0,0,0,1000,-1,0
1076,JadeForestHordeStartingArea,0,8535645,8,1,Jade Forest Horde Starting Area,0,,,-1,1,-1,0,0,-1,4,0,0,870,-1,0
1095,HordeAmbushScenario,5,8404573,8,1,Dagger in the Dark,0,,,342,1,-1,0,0,-1,4,0,0,-1,-1,0
1098,ThunderIslandRaid,2,8437597,8,1,Throne of Thunder,0,,,347,1,-1,0,0,-1,4,0,0,-1,-1,0
1099,NavalBattleScenario,5,8404573,8,1,Naval Battle Scenario,0,,,349,1,-1,0,0,-1,4,0,0,-1,-1,0
1101,DefenseOfTheAleHouseBG,0,8396381,8,1,Defense Of The Ale House BG,0,,,-1,1,-1,0,0,-1,4,0,0,-1,-1,0
1102,HordeBaseBeachScenario,5,8404573,8,1,Domination Point,0,,,341,1,-1,0,0,-1,4,0,0,-1,-1,0
1103,AllianceBaseBeachScenario,5,8404573,8,1,Lion's Landing,0,,,340,1,-1,0,0,-1,4,0,0,-1,-1,0
1104,ALittlePatienceScenario,5,8404573,8,1,A Little Patience,0,,,345,1,-1,0,0,-1,4,0,0,-1,-1,0
1105,GoldRushBG,3,8396381,8,1,Deepwind Gorge,0,"This battleground takes place in the Valley of the Four Winds_x000D_
_x000D_
Gold Rush is a 15 vs 15 resource battle","This battleground takes place in the Valley of the Four Winds_x000D_
_x000D_
Gold Rush is a 15 vs 15 resource battle",354,1,-1,0,0,-1,4,0,0,-1,-1,0
1106,JainaDalaranScenario,0,15965,8,1,Jaina Dalaran Scenario,0,,,235,1,-1,0,0,-1,4,0,0,-1,-1,0
1107,WarlockArea,0,8396381,8,1,Warlock Area,0,,,-1,1,-1,0,0,-1,4,0,0,-1,-1,0
1112,BlackTempleScenario,5,7709,8,1,Pursuing the Black Harvest,0,,,215,1,-1,0,0,-1,4,0,0,-1,-1,0
1113,DarkmoonCarousel,0,3601,8,3,Transport: DarkmoonCarousel,0,,,-1,1,-1,0,0,-1,0,0,0,-1,-1,0
1116,Draenor,0,8404573,8,1,Draenor,0,,,360,1,-1,0,0,-1,5,0,0,-1,-1,0
1120,ThunderKingHordeHub,0,8535645,8,1,Thunder King Horde Hub,0,,,-1,1,-1,0,0,-1,4,0,0,1064,-1,0
1121,ThunderIslandAllianceHub,0,8535645,8,1,Thunder Island Alliance Hub,0,,,-1,1,-1,0,0,-1,4,0,0,1064,-1,0
1122,CitySiegeMoguIslandProgressionScenario,5,8404573,8,1,City Siege - Mogu Island Progression Scenario,0,,,-1,1,-1,0,0,-1,4,0,0,-1,-1,0
1123,LightningForgeMoguIslandProgressionScenario,5,8404573,8,1,Lightning Forge - Mogu Island Progression Scenario,0,,,-1,1,-1,0,0,-1,4,0,0,-1,-1,0
1124,ShipyardMoguIslandProgressionScenario,5,8404573,8,1,Shipyard - Mogu Island Progression Scenario,0,,,-1,1,-1,0,0,-1,4,0,0,-1,-1,0
1125,AllianceHubMoguIslandProgressionScenario,5,8404573,8,1,Alliance Hub - Mogu Island Progression Scenario,0,,,-1,1,-1,0,0,-1,4,0,0,-1,-1,0
1126,HordeHubMoguIslandProgressionScenario,5,8404573,8,1,Mogu Island Progression Events,0,,,346,1,-1,0,0,-1,4,0,0,-1,-1,0
1127,FinalGateMoguIslandProgressionScenario,5,8404573,8,1,Final Gate - Mogu Island Progression Scenario,0,,,-1,1,-1,0,0,-1,4,0,0,-1,-1,0
1128,MoguIslandEventsHordeBase,0,8535645,8,1,Mogu Island Events - Horde Base,0,,,-1,1,-1,0,0,-1,4,0,0,1126,-1,0
1129,MoguIslandEventsAllianceBase,0,8535645,8,1,Mogu Island Events - Alliance Base,0,,,-1,1,-1,0,0,-1,4,0,0,1126,-1,0
1130,ShimmerRidgeScenario,5,7773,8,1,Blood in the Snow,0,,,352,1,-1,0,0,-1,4,0,0,-1,-1,0
1131,DarkHordeScenario,5,7709,8,1,The Secrets of Ragefire,0,,,350,1,-1,0,0,-1,4,0,0,-1,-1,0
1132,Transport218599,0,3585,8,3,Transport: The Skybag (Brawl'gar Arena),0,,,-1,1,-1,0,0,-1,0,0,0,-1,-1,0
1133,Transport218600,0,3585,8,3,Transport: Zandalari Ship (Mogu Island),0,,,-1,1,-1,0,0,-1,0,0,0,-1,-1,0
1134,ShadoPanArena,4,8396381,8,1,The Tiger's Peak,0,,,353,1,-1,0,0,-1,4,0,0,-1,-1,0
1135,MoguIslandLootRoom,5,15901,8,1,Mogu Island Loot Room,0,,,347,1,-1,0,0,0,4,0,0,-1,-1,0
1136,OrgrimmarRaid,2,8396381,8,1,Siege of Orgrimmar,0,,,359,1,-1,0,0,-1,4,0,0,-1,-1,0
1144,HeartOfTheOldGodScenario,5,8396381,8,1,Heart of the Old God Scenario,0,,,351,1,-1,0,0,-1,4,0,0,-1,-1,0
1148,ProvingGrounds,5,41950813,8,1,Proving Grounds,0,,,348,1,-1,0,0,-1,4,0,0,-1,-1,0
1152,FWHordeGarrisonLevel1,1,612384349,8,1,FW Horde Garrison Level 1,0,,,373,1,-1,0,0,-1,5,0,0,1116,1116,0
1153,FWHordeGarrisonLevel2,1,612384349,8,1,FW Horde Garrison Level 3,0,,,373,1,-1,0,0,-1,5,0,0,1116,1116,0
1154,FWHordeGarrisonLevel3,1,612384349,8,1,FW Horde Garrison Level 4,0,,,373,1,-1,0,0,-1,5,0,0,1116,1116,0
1155,Stormgarde Keep,5,7773,8,1,Stromgarde Keep,0,,,-1,1,-1,0,0,-1,4,0,0,-1,-1,0
1157,HalfhillScenario,5,8404573,8,1,Halfhill Scenario,0,,,327,1,-1,0,0,-1,4,0,0,-1,-1,0
1158,SMVAllianceGarrisonLevel1,1,746602077,8,1,SMV Alliance Garrison Level 1,0,,,374,1,-1,0,0,-1,5,0,0,1116,1116,0
1159,SMVAllianceGarrisonLevel2,1,746602077,8,1,SMV Alliance Garrison Level 3,0,,,374,1,-1,0,0,-1,5,0,0,1116,1116,0
1160,SMVAllianceGarrisonLevel3,1,746602077,8,1,SMV Alliance Garrison Level 4,0,,,374,1,-1,0,0,-1,5,0,0,1116,1116,0
1161,CelestialChallenge,5,8404573,8,1,Celestial Tournament,0,,,327,1,-1,0,0,1200,4,0,0,-1,-1,0
1166,SmallBattlegroundA,0,8404573,8,1,Small Battleground A,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1168,ThePurgeOfGrommarScenario,5,8404573,8,1,The Purge Of Grommar - Scenario,0,,,-1,1,-1,0,0,-1,5,0,0,-1,1116,0
1169,SmallBattlegroundB,0,8404573,8,1,Small Battleground B,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1170,SmallBattlegroundC,0,8404573,8,1,Small Battleground C,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1171,SmallBattlegroundD,0,8404573,8,1,Small Battleground D,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1172,Transport_Siege_of_Orgrimmar_Alliance,0,3585,8,3,Transport: Siege of Orgrimmar (Alliance),0,,,-1,1,-1,0,0,-1,0,0,0,-1,-1,0
1173,Transport_Siege_of_Orgrimmar_Horde,0,3585,8,3,Transport: Siege of Orgrimmar (Horde),0,,,-1,1,-1,0,0,-1,0,0,0,-1,-1,0
1175,OgreCompound,1,8404573,8,1,Bloodmaul Slag Mines,0,,,369,1,-1,0,0,-1,5,0,0,-1,-1,0
1176,MoonCultistHideout,1,8404509,8,1,Shadowmoon Burial Grounds,0,,,364,1,-1,0,0,-1,5,0,0,-1,-1,0
1179,WarcraftHeroes,0,8404573,8,1,Warcraft Heroes,0,,,3,1,-1,0,0,-1,5,0,0,-1,-1,0
1181,PattyMackTestGarrisonBldgMap,0,3601,8,4,PattyMack Test Garrison Bldg Map,0,,,-1,1,-1,0,0,-1,0,0,0,-1,-1,0
1182,DraenorAuchindoun,1,8396381,8,1,Auchindoun,0,,,365,1,-1,0,0,-1,5,0,0,-1,-1,0
1187,GORAllianceGarrisonLevel1,1,142622301,8,1,GOR Alliance Garrison Level 1,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1188,GORAllianceGarrisonLevel2,1,75513437,8,1,GOR Alliance Garrison Level 2,0,,,-1,1,-1,0,0,-1,5,0,0,1116,1116,0
1189,GORAllianceGarrisonLevel3,1,75513437,8,1,GOR Alliance Garrison Level 3,0,,,-1,1,-1,0,0,-1,5,0,0,1116,1116,0
1190,BlastedLands,0,8404573,8,1,Blasted Lands Phase,0,,,4,1,-1,0,0,-1,4,0,0,0,0,0
1191,Ashran,0,411057757,8,1,Ashran - World PvP,0,,,360,1,-1,0,0,-1,5,0,0,-1,1116,0
1192,Transport_Iron_Horde_Gorgrond_Train,0,3585,8,3,Transport: Gorgrond Train,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1195,WarWharfSmackdown,1,8404573,8,1,Iron Docks,0,,,371,1,-1,0,0,-1,5,0,0,-1,-1,0
1200,BonetownScenario,5,8404573,8,1,Bonetown Scenario,0,,,-1,1,-1,0,0,0,5,0,0,-1,-1,0
1203,FrostfireFinaleScenario,5,545275485,8,1,Frostfire Finale Scenario,0,,,360,1,-1,0,0,-1,5,0,0,-1,1116,0
1205,BlackrockFoundryRaid,2,134225437,8,1,Blackrock Foundry,0,,,363,1,-1,0,0,-1,5,0,0,-1,-1,0
1207,TaladorIronHordeFinaleScenario,5,545275485,8,1,The Battle for Shattrath,0,,,360,1,-1,0,0,-1,5,0,0,-1,1116,0
1208,BlackrockFoundryTrainDepot,1,8404573,8,1,Grimrail Depot,0,,,368,1,-1,0,0,-1,5,0,0,-1,-1,0
1209,ArakkoaDungeon,1,8404573,8,1,Skyreach,0,,,367,1,-1,0,0,-1,5,0,0,-1,-1,0
1212,6HU_GARRISON_Blacksmithing_hub,0,3585,8,4,Garrison - Alliance - Blacksmith 3,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1213,alliance_garrison_alchemy,0,3585,8,4,Garrison - Alliance - Alchemy 1,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1214,alliance_garrison_enchanting,0,3585,8,4,Garrison - Alliance - Enchanting 3,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1215,garrison_alliance_engineering,0,3585,8,4,Garrison - Alliance - Engineering 3,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1216,garrison_alliance_farmhouse,0,3585,8,4,Garrison - Alliance - Farm1,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1217,garrison_alliance_inscription,0,3585,8,4,Garrison - Alliance - Inscription 1,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1218,garrison_alliance_jewelcrafting,0,3585,8,4,Garrison - Alliance - Jewelcrafting 1,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1219,garrison_alliance_leatherworking,0,3585,8,4,Garrison - Alliance - Leatherworking 1,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1221,garrison_alliance_mine_1,0,3585,8,4,Garrison - Alliance Mine 1,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1222,garrison_alliance_mine_2,0,3585,8,4,Garrison - Alliance Mine 2,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1223,garrison_alliance_mine_3,0,3585,8,4,Garrison - Alliance Mine 3,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1224,garrison_alliance_stable_1,0,3585,8,4,Garrison - Alliance Stable 1,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1225,garrison_alliance_stable_2,0,3585,8,4,Garrison - Alliance Stable 2,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1226,garrison_alliance_stable_3,0,3585,8,4,Garrison - Alliance Stable 3,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1227,garrison_alliance_tailoring,0,3585,8,4,Garrison - Alliance - Tailoring 3,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1228,HighmaulOgreRaid,2,8404573,8,1,Highmaul,0,,,362,1,-1,0,0,1110,5,0,0,-1,-1,0
1229,garrison_alliance_inn_1,0,3585,8,4,Garrison - Alliance - Inn 1,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1230,garrison_alliance_barn,0,3585,8,4,Garrison - Alliance - Barn 1,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1231,Transport227523,0,3585,8,3,Transport: Wavemurder Barge,0,,,-1,1,-1,0,0,-1,5,0,0,-1,-1,0
1232,GorHordeGarrisonLevel0,1,75513437,8,1,GOR Horde Garrison Level 0,0,,,-1,1,-1,0,0,-1,5,0,0,1116,1116,0
1233,GORHordeGarrisonLevel3,1,75513437,8,1,GOR Horde Garrison Level 3,0,,,-1,1,-1,0,0,-1,5,0,0,1116,1116,0
1234,TALAllianceGarrisonLevel0,1,75513437,8,1,TAL Alliance Garrison Level 0,0,,,-1,1,-1,0,0,-1,5,0,0,1116,1116,0
1235,TALAllianceGarrisonLevel3,1,75513437,8,1,TAL Alliance Garrison Level 3,0,,,-1,1,-1,0,0,-1,5,0,0,1116,1116,0
1236,TALHordeGarrisonLevel0,1,75513437,8,1,TAL Horde Garrison Level 0,0,,,-1,1,-1,0,0,-1,5,0,0,1116,1116,0
1237,TALHordeGarrisonLevel3,1,75513437,8,1,TAL Horde Garrison Level 3,0,,,-1,1,-1,0,0,-1,5,0,0,1116,1116,0
1238,SOAAllianceGarrison0,1,75513437,8,1,SOA Alliance Garrison Level 0,0,,,-1,1,-1,0,0,-1,5,0,0,1116,1116,0
1239,SOAAllianceGarrison3,1,75513437,8,1,SOA Alliance Garrison Level 3,0,,,-1,1,-1,0,0,-1,5,0,0,1116,1116,0
1240,SOAHordeGarrison0,1,75513437,8,1,SOA Horde Garrison Level 0,0,,,-1,1,-1,0,0,-1,5,0,0,1116,1116,0
1241,SOAHordeGarrison3,1,75513437,8,1,SOA Horde Garrison Level 3,0,,,-1,1,-1,0,0,-1,5,0,0,1116,1116,0
1242,NAGAllianceGarrisonLevel0,1,75513437,8,1,NAG Alliance Garrison Level 0,0,,,-1,1,-1,0,0,-1,5,0,0,1116,1116,0
1243,NAGAllianceGarrisonLevel3,1,75513437,8,1,NAG Alliance Garrison Level 3,0,,,-1,1,-1,0,0,-1,5,0,0,1116,1116,0
1244,NAGHordeGarrisonLevel0,1,75513437,8,1,NAG Horde Garrison Level 0,0,,,-1,1,-1,0,0,-1,5,0,0,1116,1116,0
